WindowSize,Accuracy,F1_Clean,F1_Infected,Sensitivity,Specificity,FP_Rate,FN_Rate
24,0.532397408207343,0.383379841500167,0.605646630236794,0.721258134490239,0.345161290322581,0.654838709677419,0.278741865509761
